textbox1,CustomerNum,stmt_freq,acct_type,dlvr_cd,trip_days,install_dt,acct_avg_volume,dlvr_name,stop_min,AverageMaintenanceRevenue,dlvr_addr,CalculationName,envrn_chrg_pct,AverageReplacementRevenue,dlvr_city,upchrg_dscnt,AverageDirectSales,empl_num,item_num,item_desc,size_misc,identity,identity2,reg_invty_qty,spec_invty_qty,unit_price,price_chng_dt,flat_rate_min,dlvr_freq,avg_delivery,item_avg_volume
Plant 2502,171932,01C,TIE,NODEL,.......,9/9/1993,$0.00 ,2502 Rt 01 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",28.00%,0,130,21053232,Pant-Ind-Navy-*,D32,JIM SHELTON,,6,0,0.24,5/30/2024,0%,10,0,0
Plant 2502,171932,01C,TIE,NODEL,.......,9/9/1993,$0.00 ,2502 Rt 01 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",28.00%,0,130,21793230,PANT-FLEX-CARGO-NVY,32X30,JIM SHELTON,,3,0,0,10/30/2024,100%,10,0,0
Plant 2502,171932,01C,TIE,NODEL,.......,9/9/1993,$0.00 ,2502 Rt 01 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",28.00%,0,130,31383000,Shirt-White-Dc65-Ss,L,JIM SHELTON,,11,0,0,5/30/2024,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,200000,Accounting Service  ,      , , ,0,0,2,7/31/2001,0,20,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,20969900,SHORTS DICKIE,NA, ,,0,0,0,3/13/2014,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,53505212,Cloth-P-White-54x120,52X120, ,,0,0,0,3/13/2014,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,53505252,Cloth-P-White-52x52 ,52X52 , ,,0,0,0.22,4/20/2015,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,53508585,Cloth-P-White-85x85 ,85X85 , ,,0,0,0,3/13/2014,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,60602020,NAPKIN-M-WHITE-20,20X20, ,,0,0,0.15,6/5/2014,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,0,81215526,SOY IND HANDCLEAN EA,na, ,,1,0,20,7/11/2014,0,20,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,1,21793632,PANT-FLEX-CARGO-NVY,36X32,LARRY LARRY,,0,0,0,12/27/2021,0%,10,0,0
Plant 2502,171933,05C,TIE,NODEL,.......,5/26/1994,$0.00 ,2502 Rt 05 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,53.5,1,31384000,Shirt-White-Dc65-Ss,XL,LARRY LARRY,,11,0,0.12,10/6/2016,100%,10,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,0,21009900,Pant-Ind-Cot-Special,, ,SAMPLE ,1,0,0,3/22/2013,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,0,53505212,Cloth-P-White-54x120,52X120, ,,0,0,2,3/20/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,0,53508585,Cloth-P-White-85x85 ,85X85 , ,,0,0,0,5/13/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,0,56902020,NAPKIN-WHT SPUN POLY,20X20, ,,0,0,0,5/13/2014,%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,1,4743002,VEST-NAVY-QUILTED,LR,GREG GREG,,0,0,0,3/31/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,1,13433002,JCKT-TEAM-NVY-DK-LIN,L,GREG GREG,,1,0,0,3/31/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,1,21053430,PANT-IND-NAVY-*,E30,GREG GREG,,11,0,0,3/19/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,1,21283400,Shorts-Navy-Dc-Flex,E,GREG GREG,,6,0,0,3/19/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,1,31383000,Shirt-White-Dc65-Ss,L,GREG GREG,,11,0,0,3/19/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,2,4743002,VEST-NAVY-QUILTED,LR,ED ED,,1,0,0,3/31/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,2,13433002,JCKT-TEAM-NVY-DK-LIN,L,ED ED,,1,0,0,3/31/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,2,21053629,Pant-Ind-Navy-*,F29,ED ED,,11,0,0,3/19/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,2,21283600,Shorts-Navy-Dc-Flex,F,ED ED,,6,0,0,3/19/2014,0%,7017,0,0
Plant 2502,239545,09C,IND,WKLY,...H...,10/20/2009,$0.00 ,2502 Rt 09 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,229.21,2,31383000,Shirt-White-Dc65-Ss,L,ED ED,,11,0,0,3/19/2014,0%,7017,0,0
Plant 2502,171934,11C,IND,NODEL,.......,7/8/1986,$0.00 ,2502 Rt 11 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,200000,Accounting Service  ,      , , ,0,0,2,7/31/2001,0,20,0,0
Plant 2502,171935,12C,TIE,NODEL,.......,10/16/1990,$0.00 ,2502 Rt 12 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,56.5,0,53505212,Cloth-P-White-54x120,52X120, ,,0,0,0,9/26/2014,0%,10,0,0
Plant 2502,171935,12C,TIE,NODEL,.......,10/16/1990,$0.00 ,2502 Rt 12 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,56.5,1,31383000,Shirt-White-Dc65-Ss,L,CORY  MATHEWS,,11,0,0,9/9/2014,100%,10,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,200000,Accounting Service  ,      , , ,0,0,2,7/31/2001,0,20,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,1500000,APRON-BIB-SPUN-WHITE,na, ,,0,0,0,4/14/2014,0%,10,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,11100000,GRILL-PAD,15X20, ,,0,0,0,4/14/2014,0%,10,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,0,0,0,4/14/2014,0%,10,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,13493002,JCKT-WAIST-SLPKT-NVY,LR, ,,0,0,0,2/27/2014,,0,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,21053430,PANT-IND-NAVY-*,E30, ,,0,0,0,2/27/2014,,0,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,31323000,Shr-Post Blu-Dc65-Ss,L, ,,0,0,0,2/27/2014,,0,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,53505212,Cloth-P-White-54x120,52X120, ,,0,0,0.45,4/1/2022,0,20,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,53508585,Cloth-P-White-85x85 ,85X85 , ,,0,0,0.7,4/1/2022,0,20,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,79040000,Names           Sale,name   , ,,0,0,0,2/27/2014,,0,0,0
Plant 2502,171937,75C,IND,NODEL,.......,4/24/1987,$0.00 ,2502 Rt 75 Cash Account,$0.00 ,0,1481 Beltline Rd,IM: Quantity Delivered,0.00%,0,"Redding, CA",0.00%,0,0,79060000,Preparation         ,      , ,,0,0,0,2/27/2014,,0,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,25,0,0.198,12/23/2024,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/17/2025,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,70623600,Dust Mop-36 Untreate,mop     , ,,1,0,2.75,12/23/2024,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,74000406,Mat-Graphic-4x6,, ,,1,0,7.7,12/23/2024,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,1,0,4.68,12/23/2024,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,8.25,12/23/2024,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,80550001,BWL CLP MIS COT B EA,each, ,,1,0,1.5,3/5/2025,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,80590001,R3 ECO REFL COT B EA,, ,,1,0,1.5,3/5/2025,100%,7017,0,0
Plant 2502,311916,09L,TIE,WKLY,....F..,4/25/2022,$31.58 ,32 Below,$0.00 ,6.95,5136 Caterpillar Road,IM: Quantity Delivered,0.00%,0,"Redding, CA",22.00%,3,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,1,0,2.75,12/23/2024,100%,7017,0,0
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,10250000,1STAID CAB SVC MED,MEDIUM, ,,1,0,9.95,3/9/2023,100%,7017,0,0
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,10250000,1STAID CAB SVC MED,MEDIUM, ,,1,0,9.95,4/8/2023,100%,7017,0,0
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,14200002,Twl-Micro-Grn-15x16 ,15x16, ,,40,0,0.218,12/23/2024,100%,7017,40,5.6
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/12/2025,100%,7017,0,0
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,70623600,Dust Mop-36 Untreate,mop     , ,,1,0,1.98,12/23/2024,100%,7017,1,1.82
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,70623600,Dust Mop-36 Untreate,mop     , ,,1,0,1.98,12/23/2024,100%,7017,1,1.25
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,4,0,5.43,12/23/2024,100%,7017,5,27.25
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,4,0,5.43,12/23/2024,100%,7017,4,20
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,5.08,12/23/2024,100%,7017,1,6.66
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,1,0,5.08,12/23/2024,100%,7017,1,4
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,66.55,12/23/2024,0,7327,0,0
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,1,0,1.21,12/23/2024,100%,7017,1,1.82
Plant 2502,279644,05C,TIE,WKLY,..W....,7/22/2016,$36.38 ,7 Eleven,$25.00 ,6.9,3100 North Street,IM: Quantity Delivered,16.00%,0,"Anderson, CA",23.00%,9.95,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,3,0,1.21,12/23/2024,100%,7017,3,3.75
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,9444001,"OASIS-HDWD 10""800'1P",, ,,1,0,75.84,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,10,0,0.5,2/10/2025,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,52625212,Cloth-P-Ivory-54x120,52X120, , ,1,0,5.14,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,52628585,Cloth-P-Ivory-85x85 ,85X85 , , ,1,0,5.14,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,53505252,Cloth-P-White-52x52 ,52X52 , , ,1,0,2.22,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,53506161,Cloth-P-White-61x61 ,61X61 , , ,1,0,2.79,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,53507171,Cloth-P-White-71x71 ,71X71 , , ,1,0,2.59,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,56902020,NAPKIN-WHT SPUN POLY,20X20, , ,1,0,0.33,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,107.64,12/23/2024,0,7027,0,0
Plant 2502,247032,12L,TIE,WKLY,...H...,4/27/2011,$0.00 ,A Planned Affair,$0.00 ,0,1270 Market St,IM: Quantity Delivered,14.00%,0,"Redding, CA",30.00%,0,0,81214301,FOAMFRESH 1000ML EA,na, ,,1,0,18.8,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,10250000,1STAID CAB SVC MED,MEDIUM, ,,1,0,9.75,2/21/2024,100%,7017,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,12240000,Towel-Shop-Dyed,, ,,200,0,0.077,12/23/2024,100%,7017,257.5,16.5
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,12940000,COVER-FENDER-AUTO,36X60, ,,7,0,0.83,12/23/2024,100%,7017,20,17.6
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,4,0,0.5,2/12/2025,100%,7017,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,74000406,Mat-Graphic-4x6,, ,,1,0,7.15,12/23/2024,100%,7017,1,7.7
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,1,0,3.3,12/23/2024,100%,7017,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,80101100,TOWEL-ROLL-BLUE-LRG,"11""", ,,2,0,5.5,12/23/2024,100%,7017,2,11
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,80330000,HARDWOUND VWHT 8X800,na, ,,0,0,51.41,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,80400000,JUMBO BTH TISS 12/CS,na, ,,0,0,56.63,12/23/2024,0,7027,0.3,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,81214300,FOAMFRESH GRNSEAL 1K,na, ,,1,0,43.12,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,81214330,ALCO-GEL HANDSNTZR,na, ,,1,0,51.98,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,81215525,SOY HND CLEAN 2125ML,na, ,,1,0,88,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,81342433,CANLNER-10-15G-24X33,na, ,,1,0,55,12/23/2024,0,7027,0,0
Plant 2502,287458,05L,IND,WKLY,.T.....,12/26/2017,$132.14 ,A-1 Smog & Auto Repair,$35.00 ,22.83,513 North Market Street,IM: Quantity Delivered,6.00%,0.47,"Redding, CA",22.00%,53.39,0,82790001,TLT-SEAT COVER EACH,, ,,0,0,4.4,12/23/2024,0,7027,0,0
